2008,4,1,8,29,267,2,B3,12,1,1,52,1,1
2008,4,1,9,29,267,2,B7,6,3,1,38,2,1
2008,4,1,10,29,267,4,P15,4,5,2,38,1,1
2008,4,1,11,29,267,4,P16,7,6,1,33,2,1
2008,4,1,12,29,267,4,P16,7,6,1,33,2,1
2008,4,1,13,29,267,4,P4,4,2,1,38,1,1
2008,4,1,14,29,267,4,P16,7,6,1,33,2,1
2008,4,1,15,29,267,4,P1,3,1,1,38,1,1
2008,4,1,1,29,268,4,P5,3,2,1,23,2,1
2008,4,1,2,29,268,4,P17,2,6,2,38,1,1
2008,4,1,3,29,268,4,P12,4,4,1,33,2,1
2008,4,1,4,29,268,3,C8,2,3,2,48,1,1
2008,4,1,1,29,269,2,B11,2,4,1,43,2,1
2008,4,1,2,29,269,2,B11,2,4,1,43,2,1
2008,4,1,1,29,270,1,A2,3,1,1,43,2,1
2008,4,1,2,29,270,1,A15,14,5,2,33,2,1
2008,4,1,3,29,270,4,P6,2,2,1,43,1,1
2008,4,1,4,29,270,4,P6,2,2,1,43,1,1
2008,4,1,5,29,270,2,B4,10,2,1,52,1,1
2008,4,1,6,29,270,2,B11,2,4,1,43,2,1
2008,4,1,7,29,270,4,P6,2,2,1,43,1,1
2008,4,1,1,29,271,1,A4,3,2,2,38,2,1
2008,4,1,2,29,271,1,A9,3,3,1,82,1,1
2008,4,1,3,29,271,1,A15,14,5,2,33,2,1
2008,4,1,4,29,271,1,A17,2,6,1,62,1,1
2008,4,1,5,29,271,3,C8,2,3,2,48,1,1
2008,4,1,1,9,272,1,A6,3,2,1,43,2,1
2008,4,1,1,29,273,2,B1,4,1,1,57,1,1
2008,4,1,2,29,273,2,B17,6,6,2,38,2,1
2008,4,1,3,29,273,2,B29,2,4,1,62,1,2
2008,4,1,4,29,273,2,B31,9,5,1,57,1,2
2008,4,1,5,29,273,2,B25,6,3,1,38,2,2
2008,4,1,6,29,273,2,B24,11,2,1,57,1,2
2008,4,1,7,29,273,2,B26,13,3,1,57,1,2
2008,4,1,8,29,273,3,C12,14,4,1,43,1,1
2008,4,1,9,29,273,3,C8,2,3,2,48,1,1
2008,4,1,10,29,273,3,C15,6,5,1,33,2,1
2008,4,1,11,29,273,3,C15,6,5,1,33,2,1
2008,4,1,12,29,273,1,A6,3,2,1,43,2,1
2008,4,1,13,29,273,1,A17,2,6,1,62,1,1
2008,4,1,14,29,273,1,A17,2,6,1,62,1,1
2008,4,1,15,29,273,1,A18,4,6,1,38,2,1
2008,4,1,16,29,273,4,P23,6,2,2,28,2,2
2008,4,1,17,29,273,4,P23,6,2,2,28,2,2
2008,4,1,1,29,274,1,A9,3,3,1,82,1,1
2008,4,1,1,29,275,4,P61,1,3,2,28,2,4
2008,4,1,2,29,275,4,P61,1,3,2,28,2,4
2008,4,1,3,29,275,4,P70,6,6,2,38,1,4
2008,4,1,4,29,275,4,P35,4,6,1,28,2,2
2008,4,1,5,29,275,4,P36,2,6,1,43,1,2
2008,4,1,6,29,275,2,B1,4,1,1,57,1,1
2008,4,1,7,29,275,2,B11,2,4,1,43,2,1
2008,4,1,8,29,275,2,B11,2,4,1,43,2,1
2008,4,1,9,29,275,2,B9,1,3,1,48,2,1
2008,4,1,10,29,275,2,B29,2,4,1,62,1,2
2008,4,1,11,29,275,2,B9,1,3,1,48,2,1
2008,4,1,12,29,275,3,C54,14,6,1,57,1,3
2008,4,1,13,29,275,2,B6,2,2,1,52,1,1
2008,4,1,14,29,275,2,B16,12,6,1,52,1,1
2008,4,1,15,29,275,2,B9,1,3,1,48,2,1
2008,4,1,16,29,275,2,B12,2,4,1,38,2,1
2008,4,1,1,29,276,4,P18,2,6,1,28,2,1
2008,4,1,2,29,276,4,P23,6,2,2,28,2,2
2008,4,1,3,29,276,4,P59,2,2,2,38,1,4
2008,4,1,4,29,276,1,A3,3,1,1,72,1,1
2008,4,1,1,29,277,1,A11,3,4,1,62,1,1
2008,4,1,2,29,277,1,A1,8,1,1,28,2,1
2008,4,1,3,29,277,1,A3,3,1,1,72,1,1
2008,4,1,4,29,277,2,B4,10,2,1,52,1,1
2008,4,1,5,29,277,2,B16,12,6,1,52,1,1
2008,4,1,6,29,277,2,B1,4,1,1,57,1,1
2008,4,1,7,29,277,2,B2,3,1,2,57,1,1
2008,4,1,8,29,277,2,B3,12,1,1,52,1,1
2008,4,1,9,29,277,3,C5,11,2,1,48,1,1
2008,4,1,10,29,277,3,C7,13,3,1,48,1,1
2008,4,1,11,29,277,3,C12,14,4,1,43,1,1
2008,4,1,12,29,277,3,C18,9,6,1,48,1,1
2008,4,1,13,29,277,4,P1,3,1,1,38,1,1
2008,4,1,14,29,277,4,P3,2,1,1,48,1,1
2008,4,1,15,29,277,4,P7,4,3,2,28,2,1
2008,4,1,16,29,277,4,P13,4,5,1,38,1,1
2008,4,1,17,29,277,4,P14,2,5,2,38,1,1
2008,4,1,18,29,277,4,P18,2,6,1,28,2,1
2008,4,1,19,29,277,4,P17,2,6,2,38,1,1
2008,4,1,20,29,277,4,P2,3,1,1,28,2,1
2008,4,1,21,29,277,4,P9,4,3,2,23,2,1
2008,4,1,22,29,277,4,P4,4,2,1,38,1,1
2008,4,1,23,29,277,4,P46,14,4,1,28,2,3
2008,4,1,24,29,277,4,P49,14,5,1,33,2,3
2008,4,1,25,29,277,4,P70,6,6,2,38,1,4
2008,4,1,26,29,277,4,P64,12,4,2,28,2,4
2008,4,1,27,29,277,4,P67,9,5,1,38,1,4
2008,4,1,28,29,277,4,P43,7,3,2,38,1,3
2008,4,1,29,29,277,4,P76,2,2,2,43,1,5
2008,4,1,1,29,278,1,A2,3,1,1,43,2,1
2008,4,1,2,29,278,1,A3,3,1,1,72,1,1
2008,4,1,3,29,278,1,A5,3,2,1,43,2,1
2008,4,1,4,29,278,1,A6,3,2,1,43,2,1
2008,4,1,5,29,278,1,A7,3,3,1,43,2,1
2008,4,1,6,29,278,1,A8,3,3,1,62,1,1
2008,4,1,7,29,278,1,A9,3,3,1,82,1,1
2008,4,1,8,29,278,1,A11,3,4,1,62,1,1
2008,4,1,9,29,278,1,A12,2,4,1,38,2,1
2008,4,1,10,29,278,1,A3,3,1,1,72,1,1
2008,4,1,11,29,278,1,A2,3,1,1,43,2,1
2008,4,1,12,29,278,1,A5,3,2,1,43,2,1
2008,4,1,13,29,278,1,A12,2,4,1,38,2,1
2008,4,1,14,29,278,1,A33,1,5,1,38,2,2
2008,4,1,15,29,278,1,A21,1,1,1,62,1,2
2008,4,1,16,29,278,1,A5,3,2,1,43,2,1
2008,4,1,17,29,278,3,C5,11,2,1,48,1,1
2008,4,1,18,29,278,3,C6,6,2,1,33,2,1
2008,4,1,19,29,278,3,C12,14,4,1,43,1,1
2008,4,1,20,29,278,3,C29,6,4,2,52,1,2
2008,4,1,21,29,278,3,C40,14,2,2,28,2,3
2008,4,1,1,29,279,4,P12,4,4,1,33,2,1
2008,4,1,2,29,279,4,P11,4,4,2,38,1,1
2008,4,1,3,29,279,4,P12,4,4,1,33,2,1
2008,4,1,4,29,279,4,P18,2,6,1,28,2,1
2008,4,1,5,29,279,4,P12,4,4,1,33,2,1
2008,4,1,6,29,279,4,P12,4,4,1,33,2,1
2008,4,1,7,29,279,4,P11,4,4,2,38,1,1
2008,4,1,8,29,279,4,P11,4,4,2,38,1,1
2008,4,1,9,29,279,4,P11,4,4,2,38,1,1
2008,4,1,10,29,279,4,P3,2,1,1,48,1,1
2008,4,1,11,29,279,4,P7,4,3,2,28,2,1
2008,4,1,12,29,279,4,P12,4,4,1,33,2,1
2008,4,1,13,29,279,4,P12,4,4,1,33,2,1
2008,4,1,14,29,279,4,P12,4,4,1,33,2,1
2008,4,1,15,29,279,1,A41,4,2,1,43,2,3
2008,4,1,16,29,279,1,A26,2,3,1,38,2,2
2008,4,1,17,29,279,2,B32,6,5,1,38,2,2
2008,4,1,18,29,279,2,B1,4,1,1,57,1,1
2008,4,1,19,29,279,2,B16,12,6,1,52,1,1
2008,4,1,20,29,279,2,B1,4,1,1,57,1,1
2008,4,1,1,29,280,2,B1,4,1,1,57,1,1
2008,4,1,1,29,281,2,B12,2,4,1,38,2,1
2008,4,1,2,29,281,2,B24,11,2,1,57,1,2
2008,4,1,3,29,281,2,B21,12,1,1,67,1,2
2008,4,1,4,29,281,2,B23,7,2,1,38,2,2
2008,4,1,5,29,281,2,B30,9,4,1,57,1,2
2008,4,1,6,29,281,2,B31,9,5,1,57,1,2
2008,4,1,7,29,281,2,B25,6,3,1,38,2,2
2008,4,1,8,29,281,2,B6,2,2,1,52,1,1
2008,4,1,9,29,281,2,B13,12,5,2,62,1,1
2008,4,1,10,29,281,2,B16,12,6,1,52,1,1
2008,4,1,1,29,282,4,P14,2,5,2,38,1,1
2008,4,1,2,29,282,4,P6,2,2,1,43,1,1
2008,4,1,3,29,282,2,B10,2,4,1,67,1,1
2008,4,1,4,29,282,2,B4,10,2,1,52,1,1
2008,4,1,5,29,282,2,B24,11,2,1,57,1,2
2008,4,1,6,29,282,4,P6,2,2,1,43,1,1
2008,4,1,1,29,283,3,C17,14,6,1,48,1,1
2008,4,1,2,29,283,1,A16,1,6,1,33,2,1
2008,4,1,1,29,284,2,B4,10,2,1,52,1,1
2008,4,1,1,29,285,2,B26,13,3,1,57,1,2
2008,4,1,1,29,286,1,A7,3,3,1,43,2,1
2008,4,1,2,29,286,4,P15,4,5,2,38,1,1
2008,4,1,1,29,287,1,A31,6,5,2,62,1,2
2008,4,1,2,29,287,1,A28,1,4,2,43,2,2
2008,4,1,3,29,287,2,B4,10,2,1,52,1,1
2008,4,1,4,29,287,2,B15,9,5,1,38,2,1
2008,4,1,5,29,287,2,B17,6,6,2,38,2,1
2008,4,1,6,29,287,3,C1,4,1,2,28,2,1
2008,4,1,7,29,287,3,C2,12,1,1,43,1,1
2008,4,1,8,29,287,3,C10,9,4,2,28,2,1
2008,4,1,9,29,287,3,C2,12,1,1,43,1,1
2008,4,1,10,29,287,3,C18,9,6,1,48,1,1
2008,4,1,11,29,287,3,C54,14,6,1,57,1,3
2008,4,1,12,29,287,3,C59,5,2,2,52,1,4
2008,4,1,13,29,287,2,B17,6,6,2,38,2,1
2008,4,1,1,29,288,3,C56,6,1,2,57,1,4
2008,4,1,2,29,288,2,B10,2,4,1,67,1,1
2008,4,1,1,29,289,1,A11,3,4,1,62,1,1
2008,4,1,2,29,289,3,C17,14,6,1,48,1,1
2008,4,1,3,29,289,4,P6,2,2,1,43,1,1
2008,4,1,4,29,289,4,P15,4,5,2,38,1,1
2008,4,1,1,29,290,4,P8,2,3,1,28,2,1
2008,4,1,2,29,290,4,P15,4,5,2,38,1,1
2008,4,1,3,29,290,4,P20,7,1,1,23,2,2
2008,4,1,4,29,290,4,P36,2,6,1,43,1,2
2008,4,1,5,29,290,4,P51,9,5,1,28,2,3
2008,4,1,1,29,291,1,A4,3,2,2,38,2,1
2008,4,1,2,29,291,2,B4,10,2,1,52,1,1
2008,4,1,3,29,291,3,C7,13,3,1,48,1,1
2008,4,1,4,29,291,4,P15,4,5,2,38,1,1
2008,4,1,5,29,291,4,P5,3,2,1,23,2,1
2008,4,1,6,29,291,4,P5,3,2,1,23,2,1
2008,4,1,1,29,292,3,C16,13,6,1,28,2,1
2008,4,1,2,29,292,3,C41,13,2,1,28,2,3
2008,4,1,3,29,292,1,A22,4,2,1,62,1,2
2008,4,1,4,29,292,3,C38,13,1,1,38,2,3
2008,4,1,5,29,292,1,A7,3,3,1,43,2,1
2008,4,1,6,29,292,3,C31,12,5,1,33,2,2
2008,4,1,7,29,292,1,A32,2,5,1,38,2,2
2008,4,1,8,29,292,3,C28,2,4,2,48,1,2
2008,4,1,9,29,292,3,C28,2,4,2,48,1,2
2008,4,1,10,29,292,1,A17,2,6,1,62,1,1
2008,4,1,11,29,292,3,C44,14,3,1,55,1,3
2008,4,1,12,29,292,1,A37,2,1,1,62,1,3
2008,4,1,13,29,292,1,A37,2,1,1,62,1,3
2008,4,1,14,29,292,3,C7,13,3,1,48,1,1
2008,4,1,15,29,292,3,C46,2,4,1,48,1,3
2008,4,1,16,29,292,1,A25,1,3,1,38,2,2
2008,4,1,17,29,292,3,C41,13,2,1,28,2,3
2008,4,1,18,29,292,1,A29,2,4,1,60,1,2
2008,4,1,19,29,292,3,C29,6,4,2,52,1,2
2008,4,1,20,29,292,1,A27,3,3,1,55,1,2
2008,4,1,21,29,292,3,C18,9,6,1,48,1,1
2008,4,1,22,29,292,1,A26,2,3,1,38,2,2
2008,4,1,23,29,292,3,C32,2,5,1,33,2,2
2008,4,1,24,29,292,3,C14,9,5,1,23,2,1
2008,4,1,25,29,292,3,C9,6,3,1,48,1,1
2008,4,1,26,29,292,1,A35,14,6,2,33,2,2
2008,4,1,27,29,292,3,C48,6,4,1,28,2,3
2008,4,1,28,29,292,2,B33,6,5,2,33,2,2
2008,4,1,29,29,292,2,B11,2,4,1,43,2,1
2008,4,1,30,29,292,3,C41,13,2,1,28,2,3
2008,4,1,31,29,292,3,C45,11,3,1,55,1,3
2008,4,1,32,29,292,3,C45,11,3,1,55,1,3
2008,4,1,33,29,292,3,C27,11,3,1,48,1,2
2008,4,1,34,29,292,2,B16,12,6,1,52,1,1
2008,4,1,35,29,292,2,B17,6,6,2,38,2,1
2008,4,1,36,29,292,3,C33,14,5,1,48,1,2
2008,4,1,37,29,292,1,A33,1,5,1,38,2,2
2008,4,1,38,29,292,1,A33,1,5,1,38,2,2
2008,4,1,39,29,292,1,A31,6,5,2,62,1,2
2008,4,1,40,29,292,3,C33,14,5,1,48,1,2
2008,4,1,41,29,292,3,C36,14,6,1,43,1,2
2008,4,1,42,29,292,3,C48,6,4,1,28,2,3
2008,4,1,43,29,292,1,A4,3,2,2,38,2,1
2008,4,1,44,29,292,3,C21,14,1,1,57,1,2
2008,4,1,45,29,292,1,A42,6,2,1,28,2,3
2008,4,1,46,29,292,3,C48,6,4,1,28,2,3
2008,4,1,1,29,293,3,C45,11,3,1,55,1,3
2008,4,1,1,29,294,1,A11,3,4,1,62,1,1
2008,4,1,2,29,294,2,B17,6,6,2,38,2,1
2008,4,1,3,29,294,2,B16,12,6,1,52,1,1
2008,4,1,4,29,294,3,C17,14,6,1,48,1,1
2008,4,1,5,29,294,1,A15,14,5,2,33,2,1
2008,4,1,6,29,294,4,P3,2,1,1,48,1,1
2008,4,1,1,29,295,4,P5,3,2,1,23,2,1
2008,4,1,2,29,295,1,A15,14,5,2,33,2,1
2008,4,1,3,29,295,1,A15,14,5,2,33,2,1
2008,4,1,4,29,295,1,A15,14,5,2,33,2,1
2008,4,1,5,29,295,1,A4,3,2,2,38,2,1
2008,4,1,6,29,295,4,P5,3,2,1,23,2,1
2008,4,1,7,29,295,3,C11,7,4,1,33,2,1
2008,4,1,8,29,295,3,C32,2,5,1,33,2,2
2008,4,1,9,29,295,3,C50,9,5,2,20,2,3
2008,4,1,10,29,295,3,C53,14,6,1,38,2,3
2008,4,1,1,29,296,4,P7,4,3,2,28,2,1
2008,4,1,2,29,296,4,P13,4,5,1,38,1,1
2008,4,1,3,29,296,4,P50,6,5,2,33,2,3
2008,4,1,4,29,296,4,P50,6,5,2,33,2,3
2008,4,1,5,29,296,1,A16,1,6,1,33,2,1
2008,4,1,6,29,296,1,A28,1,4,2,43,2,2
2008,4,1,7,29,296,1,A41,4,2,1,43,2,3
2008,4,1,8,29,296,2,B31,9,5,1,57,1,2
2008,4,1,1,29,297,3,C13,9,5,1,48,1,1
2008,4,1,1,29,298,4,P13,4,5,1,38,1,1
2008,4,1,1,29,299,1,A5,3,2,1,43,2,1
2008,4,1,2,29,299,2,B22,2,2,1,67,1,2
2008,4,1,3,29,299,2,B4,10,2,1,52,1,1
2008,4,1,4,29,299,3,C15,6,5,1,33,2,1
2008,4,1,1,29,300,1,A6,3,2,1,43,2,1
2008,4,1,2,29,300,1,A12,2,4,1,38,2,1
2008,4,1,3,29,300,1,A11,3,4,1,62,1,1
2008,4,1,1,29,301,1,A18,4,6,1,38,2,1
2008,4,1,2,29,301,1,A13,1,5,1,28,2,1
2008,4,1,3,29,301,1,A16,1,6,1,33,2,1
2008,4,1,4,29,301,1,A15,14,5,2,33,2,1
2008,4,1,5,29,301,2,B17,6,6,2,38,2,1
2008,4,1,6,29,301,2,B1,4,1,1,57,1,1
2008,4,1,7,29,301,2,B33,6,5,2,33,2,2
2008,4,1,8,29,301,2,B34,2,6,1,48,2,2
2008,4,1,9,29,301,3,C3,6,1,2,23,2,1
2008,4,1,10,29,301,3,C11,7,4,1,33,2,1
2008,4,1,11,29,301,3,C14,9,5,1,23,2,1
2008,4,1,12,29,301,4,P9,4,3,2,23,2,1
2008,4,1,1,29,302,4,P5,3,2,1,23,2,1
2008,4,1,2,29,302,4,P5,3,2,1,23,2,1
2008,4,1,1,29,303,3,C47,13,4,2,18,2,3
2008,4,1,1,29,304,4,P48,9,4,2,33,2,3
2008,4,1,2,29,304,4,P63,14,3,2,28,2,4
2008,4,1,3,29,304,2,B1,4,1,1,57,1,1
2008,4,1,4,29,304,2,B17,6,6,2,38,2,1
2008,4,1,5,29,304,2,B21,12,1,1,67,1,2
2008,4,1,6,29,304,2,B33,6,5,2,33,2,2
2008,4,1,7,29,304,2,B4,10,2,1,52,1,1
2008,4,1,8,29,304,1,A16,1,6,1,33,2,1
2008,4,1,1,29,305,1,A15,14,5,2,33,2,1
2008,4,1,2,29,305,1,A16,1,6,1,33,2,1
2008,4,1,3,29,305,1,A11,3,4,1,62,1,1
2008,4,1,4,29,305,2,B4,10,2,1,52,1,1
2008,4,1,5,29,305,2,B13,12,5,2,62,1,1
2008,4,1,6,29,305,2,B3,12,1,1,52,1,1
2008,4,1,7,29,305,2,B1,4,1,1,57,1,1
2008,4,1,8,29,305,2,B7,6,3,1,38,2,1
2008,4,1,9,29,305,2,B15,9,5,1,38,2,1
2008,4,1,10,29,305,2,B9,1,3,1,48,2,1
2008,4,1,11,29,305,4,P16,7,6,1,33,2,1
2008,4,1,12,29,305,4,P14,2,5,2,38,1,1
2008,4,1,13,29,305,4,P5,3,2,1,23,2,1
2008,4,1,14,29,305,4,P15,4,5,2,38,1,1
2008,4,1,15,29,305,4,P9,4,3,2,23,2,1
2008,4,1,1,29,306,4,P6,2,2,1,43,1,1
2008,4,1,2,29,306,4,P14,2,5,2,38,1,1
2008,4,1,3,29,306,4,P33,9,5,1,43,1,2
2008,4,1,4,29,306,4,P36,2,6,1,43,1,2
2008,4,1,1,9,307,1,A13,1,5,1,28,2,1
2008,4,1,2,9,307,1,A18,4,6,1,38,2,1
2008,4,1,3,9,307,1,A39,4,1,1,38,2,3
2008,4,1,4,9,307,2,B7,6,3,1,38,2,1
2008,4,1,5,9,307,2,B14,2,5,1,62,1,1
2008,4,1,6,9,307,2,B26,13,3,1,57,1,2
2008,4,1,7,9,307,3,C10,9,4,2,28,2,1
2008,4,1,8,9,307,3,C57,5,1,2,33,2,4
2008,4,1,1,29,308,4,P12,4,4,1,33,2,1
2008,4,1,1,29,309,1,A26,2,3,1,38,2,2
2008,4,1,2,29,309,1,A26,2,3,1,38,2,2
2008,4,1,1,29,310,2,B1,4,1,1,57,1,1
2008,4,1,2,29,310,2,B14,2,5,1,62,1,1
2008,4,1,3,29,310,2,B13,12,5,2,62,1,1
2008,4,1,4,29,310,2,B10,2,4,1,67,1,1
2008,4,1,5,29,310,2,B12,2,4,1,38,2,1
2008,4,1,6,29,310,2,B15,9,5,1,38,2,1
2008,4,1,7,29,310,2,B17,6,6,2,38,2,1
2008,4,1,8,29,310,2,B3,12,1,1,52,1,1
2008,4,1,9,29,310,2,B5,14,2,2,52,1,1
2008,4,1,1,29,311,2,B4,10,2,1,52,1,1
2008,4,1,1,46,312,4,P12,4,4,1,33,2,1
2008,4,1,2,46,312,4,P15,4,5,2,38,1,1
2008,4,1,3,46,312,3,C2,12,1,1,43,1,1
2008,4,1,1,29,313,1,A37,2,1,1,62,1,3
2008,4,1,1,44,314,1,A16,1,6,1,33,2,1
2008,4,1,2,44,314,1,A17,2,6,1,62,1,1
2008,4,1,3,44,314,1,A18,4,6,1,38,2,1
2008,4,1,4,44,314,1,A11,3,4,1,62,1,1
2008,4,1,5,44,314,1,A17,2,6,1,62,1,1
2008,4,1,6,44,314,3,C18,9,6,1,48,1,1
2008,4,1,7,44,314,4,P3,2,1,1,48,1,1
2008,4,1,8,44,314,4,P11,4,4,2,38,1,1
2008,4,1,9,44,314,4,P12,4,4,1,33,2,1
2008,4,1,10,44,314,4,P23,6,2,2,28,2,2
2008,4,1,11,44,314,4,P81,4,3,2,43,1,5
2008,4,1,12,44,314,4,P10,4,4,2,65,1,1
2008,4,1,13,44,314,4,P9,4,3,2,23,2,1
2008,4,1,1,29,315,3,C10,9,4,2,28,2,1
2008,4,1,1,29,316,3,C13,9,5,1,48,1,1
2008,4,1,2,29,316,3,C32,2,5,1,33,2,2
2008,4,1,3,29,316,3,C49,4,5,2,26,2,3
2008,4,1,4,29,316,1,A4,3,2,2,38,2,1
2008,4,1,5,29,316,1,A20,2,1,2,38,2,2
2008,4,1,6,29,316,1,A41,4,2,1,43,2,3
2008,4,1,1,29,317,1,A13,1,5,1,28,2,1
2008,4,1,1,29,318,4,P78,14,2,2,48,1,5
2008,4,1,1,29,319,3,C9,6,3,1,48,1,1
2008,4,1,2,29,319,3,C15,6,5,1,33,2,1
2008,4,1,3,29,319,4,P3,2,1,1,48,1,1
2008,4,1,1,29,320,4,P19,2,1,1,48,1,2
2008,4,1,2,29,320,1,A1,8,1,1,28,2,1
2008,4,1,3,29,320,1,A7,3,3,1,43,2,1
2008,4,1,4,29,320,3,C4,4,2,1,48,1,1
2008,4,1,5,29,320,3,C3,6,1,2,23,2,1
2008,4,1,6,29,320,4,P13,4,5,1,38,1,1
2008,4,1,7,29,320,4,P15,4,5,2,38,1,1
2008,4,1,8,29,320,4,P17,2,6,2,38,1,1
2008,4,1,9,29,320,2,B10,2,4,1,67,1,1
2008,4,1,10,29,320,4,P19,2,1,1,48,1,2
2008,4,1,1,29,321,3,C4,4,2,1,48,1,1
2008,4,1,2,29,321,3,C28,2,4,2,48,1,2
2008,4,1,3,29,321,3,C49,4,5,2,26,2,3
2008,4,1,4,29,321,3,C59,5,2,2,52,1,4
2008,4,1,5,29,321,3,C55,13,1,1,48,1,4
2008,4,1,6,29,321,1,A8,3,3,1,62,1,1
2008,4,1,7,29,321,1,A18,4,6,1,38,2,1
2008,4,1,8,29,321,2,B1,4,1,1,57,1,1
2008,4,1,9,29,321,2,B4,10,2,1,52,1,1
2008,4,1,10,29,321,2,B12,2,4,1,38,2,1
2008,4,1,11,29,321,4,P12,4,4,1,33,2,1
2008,4,1,12,29,321,4,P14,2,5,2,38,1,1
2008,4,1,13,29,321,4,P34,9,6,2,48,1,2
2008,4,1,14,29,321,4,P27,6,3,2,33,2,2
2008,4,1,15,29,321,4,P33,9,5,1,43,1,2
2008,4,1,16,29,321,4,P37,2,1,1,43,1,3
2008,4,1,17,29,321,4,P65,9,4,2,43,1,4
2008,4,1,18,29,321,4,P58,9,2,2,38,1,4
2008,4,1,19,29,321,4,P70,6,6,2,38,1,4
2008,4,1,20,29,321,4,P72,14,6,1,33,2,4
2008,4,1,21,29,321,4,P66,9,4,2,43,1,4
2008,4,1,22,29,321,2,B1,4,1,1,57,1,1
2008,4,1,23,29,321,4,P3,2,1,1,48,1,1
2008,4,1,24,29,321,4,P9,4,3,2,23,2,1
2008,4,1,25,29,321,4,P10,4,4,2,65,1,1
2008,4,1,1,29,322,3,C17,14,6,1,48,1,1
2008,4,1,1,29,323,1,A19,12,1,2,33,2,2
2008,4,1,1,29,324,2,B33,6,5,2,33,2,2
2008,4,1,2,29,324,2,B23,7,2,1,38,2,2
2008,4,1,3,29,324,2,B29,2,4,1,62,1,2
2008,4,1,4,29,324,3,C21,14,1,1,57,1,2
2008,4,1,5,29,324,3,C30,2,4,2,28,2,2
2008,4,1,6,29,324,3,C35,9,6,1,50,1,2
2008,4,1,7,29,324,3,C40,14,2,2,28,2,3
2008,4,1,8,29,324,3,C54,14,6,1,57,1,3
2008,4,1,1,29,325,2,B34,2,6,1,48,2,2
2008,4,1,2,29,325,2,B19,13,1,1,38,2,2
2008,4,1,3,29,325,2,B2,3,1,2,57,1,1
2008,4,1,4,29,325,2,B34,2,6,1,48,2,2
2008,4,1,5,29,325,3,C25,2,3,1,33,2,2
2008,4,1,6,29,325,3,C29,6,4,2,52,1,2
2008,4,1,7,29,325,3,C47,13,4,2,18,2,3
2008,4,1,8,29,325,1,A11,3,4,1,62,1,1
2008,4,1,9,29,325,1,A33,1,5,1,38,2,2
2008,4,1,10,29,325,1,A21,1,1,1,62,1,2
2008,4,1,11,29,325,1,A20,2,1,2,38,2,2
2008,4,1,1,29,326,4,P17,2,6,2,38,1,1
2008,4,1,2,29,326,4,P15,4,5,2,38,1,1
2008,4,1,3,29,326,4,P3,2,1,1,48,1,1
2008,4,1,4,29,326,4,P30,4,4,1,33,2,2
2008,4,1,5,29,326,2,B27,2,3,1,57,1,2
2008,4,1,6,29,326,1,A20,2,1,2,38,2,2
2008,4,1,7,29,326,3,C30,2,4,2,28,2,2
2008,4,1,8,29,326,3,C54,14,6,1,57,1,3
2008,4,1,9,29,326,3,C53,14,6,1,38,2,3
2008,4,1,1,29,327,4,P16,7,6,1,33,2,1
2008,4,1,2,29,327,4,P16,7,6,1,33,2,1
2008,4,1,3,29,327,4,P33,9,5,1,43,1,2
2008,4,1,4,29,327,1,A4,3,2,2,38,2,1
2008,4,1,5,29,327,1,A13,1,5,1,28,2,1
2008,4,1,6,29,327,1,A16,1,6,1,33,2,1
2008,4,1,7,29,327,1,A11,3,4,1,62,1,1
2008,4,1,8,29,327,1,A6,3,2,1,43,2,1
2008,4,1,9,29,327,1,A1,8,1,1,28,2,1
2008,4,1,10,29,327,1,A18,4,6,1,38,2,1
2008,4,1,11,29,327,1,A17,2,6,1,62,1,1
2008,4,1,12,29,327,4,P11,4,4,2,38,1,1
2008,4,1,13,29,327,4,P15,4,5,2,38,1,1
2008,4,1,14,29,327,4,P9,4,3,2,23,2,1
2008,4,1,1,29,328,3,C15,6,5,1,33,2,1
2008,4,1,2,29,328,1,A9,3,3,1,82,1,1
2008,4,1,3,29,328,1,A11,3,4,1,62,1,1
2008,4,1,1,29,329,1,A14,3,5,1,60,1,1
2008,4,1,2,29,329,1,A3,3,1,1,72,1,1
2008,4,1,3,29,329,3,C5,11,2,1,48,1,1
2008,4,1,4,29,329,3,C4,4,2,1,48,1,1
2008,4,1,1,29,330,3,C13,9,5,1,48,1,1
2008,4,1,2,29,330,1,A13,1,5,1,28,2,1
2008,4,1,3,29,330,1,A17,2,6,1,62,1,1
2008,4,1,4,29,330,1,A16,1,6,1,33,2,1
2008,4,1,5,29,330,4,P5,3,2,1,23,2,1
2008,4,1,6,29,330,4,P16,7,6,1,33,2,1
2008,4,1,7,29,330,2,B4,10,2,1,52,1,1
2008,4,1,8,29,330,2,B10,2,4,1,67,1,1
2008,4,1,1,29,331,2,B15,9,5,1,38,2,1
2008,4,1,2,29,331,2,B30,9,4,1,57,1,2
2008,4,1,3,29,331,3,C13,9,5,1,48,1,1
2008,4,1,4,29,331,3,C18,9,6,1,48,1,1
2008,4,1,5,29,331,4,P1,3,1,1,38,1,1
2008,4,1,6,29,331,4,P15,4,5,2,38,1,1
2008,4,1,7,29,331,4,P33,9,5,1,43,1,2
2008,4,1,8,29,331,4,P51,9,5,1,28,2,3
2008,4,1,1,29,332,3,C8,2,3,2,48,1,1
2008,4,1,2,29,332,3,C2,12,1,1,43,1,1
2008,4,1,3,29,332,3,C12,14,4,1,43,1,1
2008,4,1,4,29,332,3,C14,9,5,1,23,2,1
